x,y
5.3164562985553925,-3.1676615778894486
5.200767522613068,-3.297271555355441
5.148907947782453,-3.4466391155778915
5.209338979899499,-3.3333789138233407
5.088555664182545,-3.225616653266334
4.567910437185933,-3.5432881753633616
3.4264818944723636,-3.7468701186199778
3.3244596111529177,-3.8045941909547754
3.2850533517587976,-3.83383830347365
3.143624809045228,-3.925835056301021
3.040530396149731,-3.983571728643218
3.002196266331662,-4.019717987232655
2.560767723618093,-4.145694549790198
2.541351960967746,-4.162549266331661
2.493278674214416,-4.541526804020102
2.560767723618093,-4.651993770331716
2.6066515280989107,-4.720504341708545
4.502196266331662,-4.793643329587893
4.64121316926454,-4.899481879396987
4.643624809045228,-4.900979796656117
4.785053351758798,-4.985664714240868
4.922867865490582,-5.078459417085429
4.926481894472364,-5.080937666457052
5.067910437185933,-4.994581984425013
5.127044508831689,-5.057436954773872
5.2093389798995,-5.1743026387191735
5.244440455049219,-5.2364144924623135
5.307223152017519,-5.415392030150755
5.334381192094505,-5.594369567839197
5.336381169603501,-5.77334710552764
5.319625629420679,-5.952324643216082
5.288279924577976,-6.131302180904524
5.2452662559349665,-6.310279718592966
5.209338979899499,-6.434879155725347
5.194509940000433,-6.489257256281409
5.142589613815203,-6.668234793969851
5.08759509527548,-6.847212331658293
5.067910437185933,-6.910360860110467
5.0347885651511,-7.0261898693467355
4.984315022423306,-7.205167407035177
4.932960105737036,-7.384144944723619
4.926481894472364,-7.407957557649805
4.887320285423188,-7.563122482412061
4.845429092548596,-7.742100020100504
4.813149297510193,-7.921077557788947
3.8105645565519204,-8.600055095477387
3.489987148690823,-8.77903263316583
3.7264818944723634,-8.809200599350422
4.067910437185933,-9.371552924582243
4.209338979899499,-9.390303559906414
5.350767522613069,-8.880578739785024
5.492196065326635,-8.850833055217718
5.633624608040204,-8.806221594869873
5.800977291547658,-8.77903263316583
5.870886484087103,-8.74481871733114
6.008148360134006,-8.67069074192121
6.1269020856554945,-8.600055095477387
6.141243569514242,-8.588101325474693
6.278505445561142,-8.18954358585929
6.36774913431378,-8.110551241999472
6.411600654941378,-8.0615614339052
6.548862530988277,-7.933580734705466
6.571080625797657,-7.899994756942609
6.681957740368514,-7.782114966584354
6.752530251039917,-7.699964587675219
6.815052949748745,-7.621507258443954
6.917756180542485,-7.49993441840783
6.948148159128983,-7.451522842397857
7.071436794428346,-7.2999042491404404
7.081243368509216,-7.273181689071739
7.217656206111834,-7.099874079873051
7.2143385778894515,-7.088323289118705
7.35160045393635,-6.908292218541857
7.354670057709647,-6.8893175948161876
7.484695663316587,-6.7144930396241005
7.49293232856426,-6.689287425548798
7.617790872696819,-6.518838801828441
7.629597506470971,-6.489257256281409
7.755052748743722,-6.332168762342624
7.773119992104455,-6.310279718592966
7.896481291457288,-6.151567639295787
7.912486911171896,-6.131302180904524
8.037909834170858,-5.959450211033753
8.043101440484977,-5.952324643216082
8.162599454516203,-5.77334710552764
8.179338376884427,-5.746418860349538
8.272147871559373,-5.594369567839197
8.320766919597993,-5.509256500341606
8.374457496362476,-5.415392030150755
8.462195462311563,-5.253461177071749
8.471717320894061,-5.2364144924623135
8.568776985799362,-5.057436954773871
8.603624005025129,-4.99252310941526
8.667484127966775,-4.878459417085429
8.745052547738698,-4.737741954230941
8.767816014603225,-4.699481879396987
8.872534695630677,-4.520504341708545
8.886481090452264,-4.496765898255991
8.985021916078445,-4.341526804020102
9.027909633165834,-4.271510550251706
9.100787800916985,-4.162549266331661
9.1693381758794,-4.051245977889908
9.214427890099282,-3.983571728643218
9.31076671859297,-3.8179234032945586
9.319035840095298,-3.8045941909547754
9.417611501758246,-3.6256166532663343
9.452195261306535,-3.5548058478062687
9.508183882277391,-3.4466391155778915
9.590729341992086,-3.2676615778894487
9.593623804020105,-3.2612515689389436
9.680167066887435,-3.0886840402010076
9.73505234673367,-2.9714093001207
9.76953579693169,-2.909706502512565
9.86265385510003,-2.730728964824122
9.87648088944724,-2.7030396623516073
9.968726673711354,-2.551751427135681
10.017909432160806,-2.4633572007508224
10.08082972396417,-2.372773889447238
10.159337974874376,-2.242889591446619
10.196305219920196,-2.1937963517587953
10.300766517587943,-2.021252697336931
10.305555302327717,-2.0148188140703542
10.412095691242108,-1.8358412763819112
10.442195060301511,-1.7708763792200708
10.500477369281493,-1.6568637386934704
10.566819179329118,-1.4778862010050275
10.58362360301508,-1.4289296341665485
10.632920635626135,-1.2989086633165847
10.68921037805935,-1.1199311256281437
10.725052145728649,-0.9969506679488804
10.744167198504249,-0.9409535879397009
10.803075968781304,-0.761976050251258
10.85414236140929,-0.582998512562817
10.866480688442216,-0.5399813316859998
10.912350685105752,-0.4040209748743741
10.964156809484672,-0.2250434371859313
11.007909231155782,-0.0538952901614725
11.01030225173064,-0.0460658994974902
11.062665183976732,0.1329116381909525
11.107145961798166,0.3118891758793936
11.147905088974678,0.4908667135678364
11.14933777386935,0.4969662334164617
11.194595658392808,0.6698442512562792
11.23705126161753,0.8488217889447203
11.27776977899753,1.027799326633163
11.290766316582918,1.0824725105113535
11.32431762345529,1.206776864321606
11.371898013369966,1.385754402010047
11.420071998612183,1.5647319396984898
11.432194859296487,1.6062085147528986
11.478438171874306,1.7437094773869326
11.53794439632341,1.9226870150753737
11.573623402010051,2.029541550382531
11.602059587104629,2.1016645527638165
11.666651484509288,2.2806420904522593
11.715051944723625,2.438041114031878
11.72297862522223,2.4596196281407003
11.776059601353154,2.638597165829143
11.813202992204856,2.817574703517584
11.838692569946415,2.9965522412060275
11.856480487437189,3.1721068147379614
11.85688944117792,3.17552977889447
11.874993135215895,3.354507316582911
11.893103796583116,3.5334848542713537
